Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
CHRS,,,,,,,,,,,,,,,,,,,,,980700,1092700,749000,484400,662500,832700,1097000,1030100,1246000,1932100,2466800,1492500,856600,1745400,1831200,722400,758300,574300,594900,826600,1715500,1219200,1026100,730000,986700,753900,538200,775200,805400,1230300,942400,748900,524500,1836700,859900,924500,1017800,963000,781700,1237700,1167000,1944900,1393300,1711400,1333600,1119900,1950600,1714200,1238400,1169100,803900,896300,590100,660500,641800,691200,633100,494500,1003500,1205400,1492700,1239300,1296700,1443200,1519100,1180600,1415500,994000,1204600,1382500,1654200,1287400,2889800,860200,858900,699200,763100,1035100,1028500,839300,955200,764400,971300,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,,,,20914900,15190100,11094500,7715900,5323800,7730000,12419200,6418700,3997700,24491100,7603200,5096500,6812200,3817100,4326800,5353800,3760600,5160300,3493800,2985600,4782100,2304600,2741100,2475600,2325100,2553000,4083200,5720800,4920200,6907800,8567500,6380400,22818000,10659800,6719400,5428000,9401100,7359500,6944600,4919300,28384500,30948900,9923500,8437300,8336900,10289500,7078100,5531900,4594700,4208900,3367400,7975900,7917900,6335800,4616500,9639700,4128700,7303500,7556800,6649100,5395700,24963700,31120400,21682600,9254200,6580400,6295200,6119400,5943000,5154200,4812700,10338700,5434400,6756900,6668700,7020600,5464300,3044000,5327700,3371300,3127100,3532700,,,,,,,,,,,,,,,,,,,
AXSM,,,,,,,,,,,,,,,,,,,735600,1120300,702900,701600,23596000,5495100,3699800,1784000,1537300,1570900,1331800,1428200,1477100,892000,990500,1330200,689900,898600,776000,922300,795800,652700,763200,934400,676900,637900,610700,552800,744300,550400,515600,781000,1014500,966300,1634500,1221000,1143600,603200,772100,1020200,757000,591200,22006300,6270400,2556500,2205100,2082200,1803400,1445400,1783900,1220100,1063400,781100,880200,818800,757600,1093500,785000,1380700,1416300,1190300,1693100,859600,648600,1447600,1363400,1312200,2428400,1148700,1004900,975300,1085000,1255000,835000,545600,1128800,1098400,910700,1439500,1412100,2821900,1907200,1123400,,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,1309800,974200,711300,1730000,1319700,1464000,1638900,1434500,1096000,1292900,1336500,1083400,1458900,6471300,1444400,1892300,2089200,1273500,935800,1044500,1343000,1024100,1110300,1192400,1384200,3138700,2060500,1592100,1463700,1364600,975400,1291700,1235400,1264500,848600,1083200,798000,929300,672900,1036100,971600,656700,660600,1252700,1269300,1010000,1678400,939400,1490800,1042200,1376400,1591300,976700,1459000,1284700,1299600,1137700,2358000,1207200,939400,1503900,1240500,1311600,1115100,1818900,1559200,1265200,1615600,1365300,1146400,1020000,1125300,1200000,991000,1392900,1030000,1456800,1202900,1417500,1497300,1305200,1096700,4874800,1919700,,,,,,,,,,,,,,,,,,,,
AQST,,,,,,,,,,,,,,,,,,,,456500,305100,353800,304300,1244700,531300,553100,322200,354200,344600,327800,470600,401800,493100,236000,301100,292900,333700,251800,318900,339200,706300,289000,158100,418300,8002600,1213800,1409400,2334600,1506700,951900,465100,385900,324800,442700,326900,295800,310400,337500,318600,998700,2536000,600200,446700,460100,1145500,426900,412300,421700,435100,304600,275500,478400,469100,549000,288300,279500,255000,192300,13974800,1181700,399000,916500,412000,667100,315500,395200,615300,481800,632300,504400,436900,673000,303300,189000,237500,271700,201600,300900,241000,301700,262800,443300,,,,,,,,,,,,,,,,,,,
RVNC,,,,,,,,,,,,,,,,,,,357200,295500,232400,331300,563400,513900,431800,449400,556200,344400,403700,421500,274000,258900,1134500,595100,999700,686200,403100,691600,655600,1548300,1659400,1375000,886000,798900,632700,623300,704100,625800,560300,1012800,1006000,924700,719900,749000,749100,788200,913600,768300,658100,1712000,8902100,5239900,2861500,7893400,2181200,1938100,2245600,1658000,1051500,1531700,1908500,1561500,1088500,1003200,1415300,2124700,2706300,1791400,1661200,889700,2225800,1205100,887500,1107800,1399200,1710000,1496000,1585600,1056700,1189000,1124900,767000,1324100,1732400,1167800,1587900,1584500,1085100,705800,1061000,1157600,1550400,,,,,,,,,,,,,,,,,,,
ASRT,,,,,,,,,,,,,,,,,,3115200,1700300,573500,532900,357000,581100,509300,635900,406800,440400,2036300,2009400,1487800,1037100,3779400,1641000,1191900,579000,1144100,1128800,2913500,1452200,1272100,929500,856500,803400,736500,914600,766100,404200,1559900,6761700,2830500,3113500,1445700,1841100,958700,905700,1273700,1274200,1052000,949500,750300,716100,711600,656700,561500,644700,618400,1379800,689500,533300,831600,1136500,645300,539000,706300,598200,672700,642100,563700,492300,546900,331700,423000,293300,293800,397800,207800,366800,350700,303100,626900,461700,845100,547900,455200,587900,1625500,812400,814200,610000,587600,863300,1021300,,,,,,,,,,,,,,,,,,,
HRTX,,,,,,,,,,,,,,,,,,1876000,2376300,2160600,1148500,1832600,1727400,2045500,1953300,1845500,2113400,1711400,1591000,3210200,2980700,5152500,4575500,7921900,7498400,8872800,3913000,2618400,4114500,2888800,2501500,3913700,2649300,2660100,2402600,1914900,2706900,2781500,2201200,2354900,1784800,2543700,3021700,3028000,2819700,2802700,4350100,5164600,4064400,4354000,21140300,5372700,3229500,3327300,2100900,3257500,2295400,3645600,2677600,2715200,2179200,1778400,2354300,1557600,1229300,2015200,3317700,2391200,2059100,2309600,1690300,2193300,1358300,3085300,1869300,1679900,1389700,1892300,1851300,1696300,1952000,1432300,1389600,2117300,2347700,2219900,1487100,1731000,4048300,6898300,4060900,2780500,,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,3493800,2985600,4782100,2304600,2741100,2475600,2325100,2553000,4083200,5720800,4920200,6907800,8567500,6380400,22818000,10659800,6719400,5428000,9401100,7359500,6944600,4919300,28384500,30948900,9923500,8437300,8336900,10289500,7078100,5531900,4594700,4208900,3367400,7975900,7917900,6335800,4616500,9639700,4128700,7303500,7556800,6649100,5395700,24963700,31120400,21682600,9254200,6580400,6295200,6119400,5943000,5154200,4812700,10338700,5434400,6756900,6668700,7020600,5464300,3044000,5327700,3371300,3127100,3532700,3615900,2626100,4226200,3105900,3703200,3255800,3876300,4102600,3990200,3897000,3416200,2744300,3443200,2257200,3749000,5022100,8353900,4871900,6271800,5673300,5372500,,,,,,,,,,,,,,,,,,,
FENC,,,,,,,,,,,,,,,,,,,,41000,28900,36400,12100,21100,19100,47500,38600,83500,31400,15400,91200,36400,120200,44700,47500,72100,232700,41500,43400,46900,57900,91700,60400,126000,56000,57100,27700,34300,60900,39200,70300,105500,96000,185100,122900,98600,300400,158500,44500,122200,794000,1883200,412400,249300,361600,90900,96500,336900,186100,120600,106700,35900,169500,100900,56200,101800,93400,78800,95000,91800,201700,130900,114200,149700,88100,70900,99000,76300,79300,255200,113500,114800,54700,40900,52000,47800,50100,88700,75500,103300,50100,48400,102700,134400,,,,,,,,,,,,,,,,,
CPRX,,,,,,,,,,,,,,,,,,,1236800,1879100,1040300,1389100,2407600,2251900,1926000,4079100,3887300,3563800,3172500,2548400,1860200,2014400,1760500,4122700,5219800,4860000,2934100,2288100,2108900,2380100,2066800,1935500,1905100,2748100,5260700,3218800,2909900,2342500,17608800,28326000,8998500,7890100,4031900,2591200,2486000,3120100,3370100,2225700,2662300,5223600,1846800,2185500,1639200,2346800,2031200,1495400,2014600,1344700,1492100,1768200,1580900,1353400,1359700,1245900,1603000,1449600,1717700,2360100,2362700,1715700,1281400,1473200,1251200,1153500,1490500,1792500,2506300,3173700,2889600,2248700,3690900,4830600,3581000,2234000,2044300,1541000,2547900,1902800,6284600,3807400,1008800,,,,,,,,,,,,,,,,,,,,
AMLX,,,,,,,,,,,,,,,,,,,487800,619000,765900,426700,712800,585700,668800,580200,1074100,432200,371900,350500,428600,529800,474300,295100,345200,507700,604700,578800,681400,1032800,662100,1062100,7601600,3949300,200100,13102100,4293300,1494000,1440900,2386000,2165600,5548000,1841800,1532600,986700,494600,851700,729200,679900,635900,1407000,4427800,1312600,1057100,1519300,2831600,5515700,2811300,1618700,656300,1538900,1079100,1388700,936400,918200,778500,602400,657300,755000,771900,1013400,604400,809700,464100,756200,612700,752900,764400,1001000,839400,1248400,1463700,705300,764900,490300,384300,610000,616500,637000,657100,881700,,,,,,,,,,,,,,,,,,,,
AMRX,,,,,,,,,,,,,,,,,,,,1381900,1505000,920700,777000,787200,1303400,1132900,1289900,1808300,963900,1209300,1107500,891900,1020200,981400,687300,657800,914400,763300,559500,940200,613000,550700,424200,500200,853000,618800,799600,720800,639000,525000,771000,813000,864200,457500,466600,379700,585900,941600,806700,1138300,1769800,2470100,903400,2061800,1219000,1336800,1468500,1121100,698300,954000,745800,389100,474200,466100,874100,503000,120100,648500,1321000,1261800,942600,1126200,2419200,4068800,3036800,2539000,2173800,1882500,1315800,1228400,2597500,1244100,723000,2068200,1140200,926500,1383200,812600,832700,1317200,1912400,,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,695500,1212900,1153900,694200,704200,829200,539000,605500,588100,843400,511200,459000,533400,472500,537700,278700,453200,366500,282200,283000,267700,374300,345700,343700,394700,469600,353300,359900,293200,402300,361300,306100,421300,447300,574900,681100,825100,920200,1050900,771700,629100,510900,533100,511400,554300,446100,413100,341400,139600,346900,579000,798000,801400,464200,530200,379400,400200,641600,586200,490900,715500,1166900,713800,2629900,917500,783900,601400,448200,252300,360900,250500,302500,413100,493200,721800,595800,500600,577900,455900,509600,600600,311700,,,,,,,,,,,,,,,,,,,,,,,
QURE,,,,,,,,,,,,,,,,,,,595800,542500,553600,969300,698400,464800,546600,563000,379200,378000,511000,354800,382600,389800,493500,385600,672800,762000,1254000,433100,411500,403200,416900,450000,463800,584800,353900,313100,888900,616200,752600,349500,538300,340200,785500,965300,693400,775100,472000,512000,339200,414700,1399400,3166500,1209300,1187000,1256600,881700,431800,1468200,682500,633700,428700,458600,677800,639700,786300,563000,638300,2421400,850600,625200,549000,619700,474200,397300,298900,440200,375200,499100,787000,591800,381100,1220200,572900,603700,636300,717200,672600,532800,475700,523000,,,,,,,,,,,,,,,,,,,,,
SCYX,,,,,,,,,,,,,,,,,,,77600,79700,30500,29900,42200,40700,146000,93000,102200,50300,72700,66300,53900,336300,104000,235400,240900,223800,109000,74900,128900,79800,82200,104300,88900,42300,51800,375700,174100,91100,56100,125300,74800,152100,329400,245300,148900,85100,100500,122200,222900,212700,434700,131300,117300,383300,89300,56100,313300,152000,52100,164100,102300,75300,191000,146000,117000,210300,149400,154700,143800,95300,265500,118300,116700,60800,119200,105400,59400,84100,102600,150600,93800,68900,73600,29000,44400,54400,59000,77400,45800,,,,,,,,,,,,,,,,,,,,,,
RIGL,,,,,,,,,,,,,,,,,,,1897400,1766700,1441100,1583100,1567800,1034400,8667200,4385600,2662100,2786500,1816800,1754800,1772000,959200,1002000,1311800,865000,1760600,1312900,1338700,1636400,2977700,2432300,1894400,957600,1084800,1347700,1206900,1055200,1150400,1668200,886700,1677500,1241500,1095900,1551600,2090500,731000,691000,1174300,988700,4025000,2827700,60093600,18974500,12559900,4345800,2353600,1932300,4570000,4551800,3314600,6515000,11732600,6541600,2989700,2071000,3348900,2845700,1772900,2367800,2586400,3283400,4433400,2085100,2844000,2145800,3603300,3774200,3416300,2665800,4167500,2803800,3397900,2576800,3026000,4621800,1487800,2960600,2051700,2844600,,,,,,,,,,,,,,,,,,,,,,
BNTX,,,,,,,,,,,,,,,,,,,615300,641400,1167300,724300,489700,651400,859400,1181400,1083700,1623100,778000,707200,743800,465400,572200,751600,945000,591500,1120100,2179200,2009800,895800,810600,1807400,1481000,1267800,940300,864200,557100,647100,800300,1032700,606200,348300,1214800,935500,1062100,759200,721300,989800,1167100,600100,1158900,819700,1111800,2030500,2011100,1577100,883100,927700,680000,819400,777300,760100,1286300,960000,573400,934900,739000,938800,856500,1068000,568000,678200,750200,416200,1287100,1160300,724900,1040400,1125400,725000,504000,580600,531200,436600,680800,1248600,746600,606800,379200,,,,,,,,,,,,,,,,,,,,,,
ZLAB,,,,,,,,,,,,,,,,,,,,378100,258900,424000,436000,772800,445500,1676700,1258900,661400,709500,874200,741200,933400,947300,530100,1520500,1819300,692100,470700,1121800,1268000,674100,640600,511000,432700,211600,246800,448300,335900,196600,434000,407900,934300,270100,303700,600300,330300,288400,335000,633600,415300,289700,305700,688800,351700,438500,451900,471800,1053200,809100,374800,458900,466200,433100,600600,1064300,5599800,2092500,1025500,453600,1202200,756400,1590500,1349500,565100,1279500,280700,401600,222400,349600,670200,562600,756800,1215900,614900,495100,595800,504700,453200,450300,328400,305600,,,,,,,,,,,,,,,,,,,,
ADMA,,,,,,,,,,,,,,,,,,,,2182800,2201600,1409400,2698600,1562400,2024400,1831400,2855500,2457700,1554400,3008400,2314100,1561400,3155000,1507000,1980400,1793200,1966600,2204000,15677100,7440800,5030700,4478300,3105300,2432300,1565700,1654100,1631500,1262300,2154500,2725100,1869000,6233800,2721100,3353700,2403500,2392900,13204300,7289000,4770700,8575800,6407200,3320200,5100500,4700100,2551000,2782200,1856600,2655700,1465100,1638600,1624500,3092800,1533200,3119200,3296800,2024600,1716600,2580000,1884200,3577800,2209100,4036300,2954300,1946600,2818700,4041500,3245200,2224100,1853100,2258300,1518800,2652500,2080600,3265200,2737300,2486200,2557000,3529700,2045300,2150400,1629900,,,,,,,,,,,,,,,,,,,,
ADMA,,,,,,,,,,,,,,,,,,,,2182800,2201600,1409400,2698600,1562400,2024400,1831400,2855500,2457700,1554400,3008400,2314100,1561400,3155000,1507000,1980400,1793200,1966600,2204000,15677100,7440800,5030700,4478300,3105300,2432300,1565700,1654100,1631500,1262300,2154500,2725100,1869000,6233800,2721100,3353700,2403500,2392900,13204300,7289000,4770700,8575800,6407200,3320200,5100500,4700100,2551000,2782200,1856600,2655700,1465100,1638600,1624500,3092800,1533200,3119200,3296800,2024600,1716600,2580000,1884200,3577800,2209100,4036300,2954300,1946600,2818700,4041500,3245200,2224100,1853100,2258300,1518800,2652500,2080600,3265200,2737300,2486200,2557000,3529700,2045300,2150400,1629900,,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,44900,25400,48700,44100,36700,55100,63400,35900,39800,42300,30600,50500,91500,211600,146400,82500,83300,59300,77300,69900,53500,93400,57800,43000,48900,46500,54400,71300,146500,64000,68700,38200,79200,88400,55500,88800,116000,79600,84600,200800,80100,72900,45000,44100,43200,49000,24000,85800,69200,44600,63300,101000,226200,80700,78900,70800,83800,77700,48400,62700,67400,72500,67800,30100,19600,39500,32800,44300,73000,68200,54700,70500,57300,52000,53800,43200,30200,45600,48800,44900,65100,37500,,,,,,,,,,,,,,,,,,,,
ZVRA,,,,,,,,,,,,,,,,,,129500,76700,98000,70400,84600,53500,90400,110200,80200,154700,124900,100700,192100,844400,355900,171000,385800,213300,750100,496600,190400,237100,124700,79600,159500,219100,202300,147700,159900,184000,168100,442900,283400,123200,215700,128800,187800,218800,550500,393100,126400,180600,221600,193500,426600,248600,336000,301800,110100,111700,103900,181600,238100,203400,250800,366800,264300,314800,348400,245500,271200,256500,646100,340300,175000,183200,80200,259300,114500,146400,140800,96600,112100,68100,134000,100300,133200,135400,97100,72400,193200,,,,,,,,,,,,,,,,,,,,,,,
RLFTF,,,,,,,,,,,,,,,,,,229900,397900,792800,400200,439800,1324300,360700,452700,418500,2446900,1602100,2065300,1333400,388600,1431500,603100,705700,342000,565500,289300,1399400,1079800,274700,252600,210600,707900,562300,1869600,749200,1516900,1041900,970700,532500,875900,1579900,2149200,2101600,1805600,425600,2803400,1567800,836100,874000,2732100,5090600,1292400,2528600,3930500,844700,297700,238700,653400,210200,902600,1172200,728700,170900,541500,754300,278100,494800,444000,2117000,677600,624500,791500,246900,393100,620700,2252300,1830300,1367500,1732000,2736600,4709400,1391500,1737600,1470100,135200,546400,439200,,,,,,,,,,,,,,,,,,,,,,,
BGNE,,,,,,,,,,,,,,,,,,,,,,142300,278200,222800,136700,222100,181800,1231200,284800,325100,318100,238100,480000,252500,312800,246700,254100,201200,167200,245800,208100,592600,199400,493700,428700,146800,135700,172600,148400,191800,282700,161600,220000,345600,178100,255300,221800,412800,358700,364300,385300,272200,173600,202900,316000,323600,231900,242800,174800,346600,276100,346500,274000,166900,359400,177300,148300,269500,138500,256900,121900,123900,170700,194300,173100,252100,224800,314900,351800,184700,170700,170900,135800,258200,143600,200200,196200,358000,520900,304000,300500,,,,,,,,,,,,,,,,,,,,
CNTX,,,,,,,,,,,,,,,,,,,,,,98200,59700,115500,314500,814900,471700,275800,149600,87700,349200,161600,202300,137600,170000,152300,40400,110200,35600,97000,46000,66800,117500,49300,93600,31775400,1756600,813700,513800,328700,456300,241700,132500,117600,242300,177200,95700,79500,108800,247000,76183600,3033600,1721300,489300,617000,399800,163000,186800,207600,207100,167200,103500,85700,84800,141400,81900,156000,65300,72200,100100,67600,130600,76800,89000,28700,272200,298400,198500,89900,56500,62600,70600,143200,64100,66800,60800,319200,49600,54200,80200,59700,31700,72300,,,,,,,,,,,,,,,,,,
ANAB,,,,,,,,,,,,,,,,,,,,155000,168700,139700,187700,758600,165900,136900,117600,105800,130700,125300,93600,219100,142800,109600,83400,374400,2151300,615900,363000,191500,241900,352100,214000,306300,190200,295700,658100,1515000,864300,1029400,678100,155400,425900,306200,356300,158800,255300,196100,197800,140900,130300,137700,88200,108900,147900,108200,197400,140700,284600,442400,311000,273100,173400,249300,285500,150000,166300,170800,218000,239100,220400,224600,157900,197100,565100,158200,197500,183100,171500,176000,199700,76200,236200,298200,244600,305200,231700,259800,311900,232900,,,,,,,,,,,,,,,,,,,,,
TVTX,,,,,,,,,,,,,,,,,,,,845100,504500,817700,487400,397900,485800,488700,697600,382200,564200,720800,419800,796200,1285300,1071100,1660900,1587900,1139800,1304000,1983900,833600,914500,1138400,997700,1286900,675300,962600,1275100,1158200,1094400,985300,732800,749500,695900,809300,1024100,1248400,1526300,1153700,1494400,1845300,5278500,8915300,2159500,2050100,1991100,1662800,2592800,4526600,2255700,1472400,1135500,931900,1008400,1227300,1568000,1317300,1263200,877800,1025200,2583000,969400,993900,1150600,865500,689900,1179900,1027700,1013800,1387800,1106500,1190600,1308400,1638200,1050300,1527500,1264300,1458000,1933000,1026600,1195200,,,,,,,,,,,,,,,,,,,,,
